BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_SIZE,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
200005,18,1650,200005,18,1650,1095216,5144684,ILLINOIS,17,2000,May,Tornado,C,105,LIVINGSTON,LOT,5/18/00 16:50,CST,5/18/00 16:50,0,0,0,0,,,LAW ENFORCEMENT,,,,,EF0,0.5,50,25,,,,,,,ODELL,,,ODELL,41,-88.52,41,-88.52,"A supercell thunderstorm moved east from northern Livingston County to Kankakee County, producing several brief tornado touchdowns. The first sighting was at Blackstone. State police reported a brief touchdown near Odell at I-55. The Kankakee County sheriff's department reported a tornado just west of Union Hill. A police officer who is also a trained spotter saw a tornado touch down near Herscher. Trees were blown down in and a flag pole was bent over in Herscher.  A car was blown off the road and flipped over by high winds or possibly the tornado just west of Herscher.",,PDC
200005,18,1710,200005,18,1710,1095216,5144685,ILLINOIS,17,2000,May,Tornado,C,91,KANKAKEE,LOT,5/18/00 17:10,CST,5/18/00 17:10,0,0,0,0,,,LAW ENFORCEMENT,,,,,EF0,0.5,50,25,,,,,1,W,UNION HILL,1,W,UNION HILL,41.12,-88.17,41.12,-88.17,"A supercell thunderstorm moved east from northern Livingston County to Kankakee County, producing several brief tornado touchdowns. The first sighting was at Blackstone. State police reported a brief touchdown near Odell at I-55. The Kankakee County sheriff's department reported a tornado just west of Union Hill. A police officer who is also a trained spotter saw a tornado touch down near Herscher. Trees were blown down in and a flag pole was bent over in Herscher.  A car was blown off the road and flipped over by high winds or possibly the tornado just west of Herscher.",,PDC
200005,18,1710,200005,18,1710,1095216,5144686,ILLINOIS,17,2000,May,Tornado,C,91,KANKAKEE,LOT,5/18/00 17:10,CST,5/18/00 17:10,0,0,0,0,,,LAW ENFORCEMENT,50,E,,,EF0,0.5,50,25,,,,,1,W,HERSCHER,,,HERSCHER,41.05,-88.12,41.05,-88.1,"A supercell thunderstorm moved east from northern Livingston County to Kankakee County, producing several brief tornado touchdowns. The first sighting was at Blackstone. State police reported a brief touchdown near Odell at I-55. The Kankakee County sheriff's department reported a tornado just west of Union Hill. A police officer who is also a trained spotter saw a tornado touch down near Herscher. Trees were blown down in and a flag pole was bent over in Herscher.  A car was blown off the road and flipped over by high winds or possibly the tornado just west of Herscher.",,PDC
200005,18,1820,200005,18,1820,1095217,5145032,ILLINOIS,17,2000,May,Tornado,C,75,IROQUOIS,LOT,5/18/00 18:20,CST,5/18/00 18:20,0,0,0,0,,,LAW ENFORCEMENT,,,,,EF0,0.5,50,25,,,,,2,W,ASHKUM,2,W,ASHKUM,40.88,-87.98,40.88,-87.98,"Several supercell storms moved through southeast Livingston, Ford and northern Iroquois Counties, then more storms developed and moved through southern Ford County. There were several reports of tornadoes on the ground in rural areas but no damage was reported. The first sighting was near Faibury, relayed by State Police. Later a tornado was reported near Chatsworth by a trained spotter. Storms blew down trees in Papineau. State police reported a tornado west of Ashkum. A tornado was reported near Gibson City by a spotter. Later another tornado was reported by emergency management south of Gibson City. Another sighting was southwest of Paxton by State Police. No damage was reported with any of the tornadoes.",,PDC
200005,18,1700,200005,18,1700,1095217,5144687,ILLINOIS,17,2000,May,Tornado,C,105,LIVINGSTON,LOT,5/18/00 17:00,CST,5/18/00 17:00,0,0,0,0,,,LAW ENFORCEMENT,,,,,EF0,0.5,50,25,,,,,,,FAIRBURY,,,FAIRBURY,40.75,-88.52,40.75,-88.52,"Several supercell storms moved through southeast Livingston, Ford and northern Iroquois Counties, then more storms developed and moved through southern Ford County. There were several reports of tornadoes on the ground in rural areas but no damage was reported. The first sighting was near Faibury, relayed by State Police. Later a tornado was reported near Chatsworth by a trained spotter. Storms blew down trees in Papineau. State police reported a tornado west of Ashkum. A tornado was reported near Gibson City by a spotter. Later another tornado was reported by emergency management south of Gibson City. Another sighting was southwest of Paxton by State Police. No damage was reported with any of the tornadoes.",,PDC
200005,31,1405,200005,31,1405,1095234,5145067,ILLINOIS,17,2000,May,Tornado,C,105,LIVINGSTON,LOT,5/31/00 14:05,CST,5/31/00 14:05,0,0,0,0,,,FIRE DEPT/RESCUE SQUAD,,,,,EF0,0.5,30,15,,,,,3,SSE,CULLOM,3,SSE,CULLOM,40.85,-88.25,40.85,-88.25,,A tornado was reported on the ground near Cullom by the fire department. There was no damage.,PDC
200005,18,1745,200005,18,1745,1095217,5144688,ILLINOIS,17,2000,May,Tornado,C,105,LIVINGSTON,LOT,5/18/00 17:45,CST,5/18/00 17:45,0,0,0,0,,,TRAINED SPOTTER,,,,,EF0,0.5,50,25,,,,,,,CHATSWORTH,,,CHATSWORTH,40.75,-88.28,40.75,-88.28,"Several supercell storms moved through southeast Livingston, Ford and northern Iroquois Counties, then more storms developed and moved through southern Ford County. There were several reports of tornadoes on the ground in rural areas but no damage was reported. The first sighting was near Faibury, relayed by State Police. Later a tornado was reported near Chatsworth by a trained spotter. Storms blew down trees in Papineau. State police reported a tornado west of Ashkum. A tornado was reported near Gibson City by a spotter. Later another tornado was reported by emergency management south of Gibson City. Another sighting was southwest of Paxton by State Police. No damage was reported with any of the tornadoes.",,PDC
200005,26,2213,200005,26,2215,1095049,5144487,ILLINOIS,17,2000,May,Tornado,C,149,PIKE,LSX,5/26/00 22:13,CST,5/26/00 22:15,0,0,0,0,,,NWS STORM SURVEY,,,,,EF0,1,50,50,,,,,4,ESE,DETROIT,4,ESE,DETROIT,39.6,-90.62,39.6,-90.62,,A small tornado downed trees northeast of Milton before crossing the Illinois River into Scott County.,PDC
200005,26,2214,200005,26,2216,1095050,5144488,ILLINOIS,17,2000,May,Tornado,C,149,PIKE,LSX,5/26/00 22:14,CST,5/26/00 22:16,0,0,0,0,,,NWS STORM SURVEY,,,,,EF0,0.8,50,40,,,,,4,SE,MILTON,5,SE,MILTON,39.53,-90.6,39.52,-90.58,,A small tornado downed trees southeast of Milton before crossing the Illinois River into Scott County.,PDC
200005,12,1725,200005,12,1745,1095046,5144484,ILLINOIS,17,2000,May,Tornado,C,5,BOND,LSX,5/12/00 17:25,CST,5/12/00 17:45,0,0,0,0,200K,,NWS STORM SURVEY,,,,,EF1,9,50,450,,,,,3,NNE,OLD RIPLEY,3,NE,GREENVILLE,38.9,-89.55,38.9,-89.28,,"A tornado left a path of damage for 9 miles across east Bond County. The damage first started 2.5 miles north northeast of Old Ripley where several large trees were damaged. The tornado traveled east alone County Road 1300 destroying one barn and 2 machine sheds. The tornado continued east snapping or uprooting large trees. It then crossed Governor Bond Lake, damaging at least 7 homes in the Springwood Estates subdivision on the east side of the lake. Large pieces from the side of one home and pieces of the roof of another were blown about 1/2 mile east. Several pieces of debris were impaled into the ground at 45 to 60 degree angles.",PDC
200005,12,1747,200005,12,1750,1095047,5144485,ILLINOIS,17,2000,May,Tornado,C,5,BOND,LSX,5/12/00 17:47,CST,5/12/00 17:50,0,0,0,0,,,NWS STORM SURVEY,,,,,EF2,1.5,100,150,,,,,2,NNE,GREENVILLE,3,NE,GREENVILLE,38.9,-89.3,38.9,-89.28,,A second tornado formed about 100 yards southeast of the initial tornado in Bond County and traveled east for about 1.5 miles. The tornado traveled through a heavily wooded area destroying hundreds of large trees.,PDC
200005,12,1810,200005,12,1813,1095048,5144486,ILLINOIS,17,2000,May,Tornado,C,51,FAYETTE,LSX,5/12/00 18:10,CST,5/12/00 18:13,0,0,0,0,15K,,NWS STORM SURVEY,,,,,EF0,1.5,40,60,,,,,4,S,VANDALIA,4,SSE,VANDALIA,38.9,-89.1,38.9,-89.07,,"A small tornado formed in Fayette County south of Vandalia. One mobile home was destroyed, a boat dock at a pond destroyed and several trees downed. Power lines were also downed.",PDC
200005,18,1810,200005,18,1810,1095217,5144690,ILLINOIS,17,2000,May,Tornado,C,53,FORD,LOT,5/18/00 18:10,CST,5/18/00 18:10,0,0,0,0,,,TRAINED SPOTTER,,,,,EF0,0.5,50,25,,,,,,,GIBSON CITY,,,GIBSON CITY,40.47,-88.37,40.47,-88.37,"Several supercell storms moved through southeast Livingston, Ford and northern Iroquois Counties, then more storms developed and moved through southern Ford County. There were several reports of tornadoes on the ground in rural areas but no damage was reported. The first sighting was near Faibury, relayed by State Police. Later a tornado was reported near Chatsworth by a trained spotter. Storms blew down trees in Papineau. State police reported a tornado west of Ashkum. A tornado was reported near Gibson City by a spotter. Later another tornado was reported by emergency management south of Gibson City. Another sighting was southwest of Paxton by State Police. No damage was reported with any of the tornadoes.",,PDC
200006,20,1755,200006,20,1756,1098225,5154716,ILLINOIS,17,2000,June,Tornado,C,107,LOGAN,ILX,6/20/00 17:55,CST,6/20/00 17:56,0,0,0,0,23K,,NWS STORM SURVEY,,,,,EF0,0.3,100,30,,,,,,,BROADWELL,,,BROADWELL,40.07,-89.45,40.07,-89.45,,"A tornado briefly touched down in Broadwell. The top of a grain leg on an elevator was torn off and several trees and tree limbs were blown down. Also, a few power lines were blown down and a few homes sustained minor shingle and siding damage. No injuries were reported.",PDC
200006,20,1332,200006,20,1424,1098225,5154642,ILLINOIS,17,2000,June,Tornado,C,173,SHELBY,ILX,6/20/00 13:32,CST,6/20/00 14:24,1,0,0,0,75K,,NWS STORM SURVEY,,,,,EF1,24,300,7200,,,,,,,OCONEE,6,ESE,SHELBYVILLE,39.28,-89.12,39.37,-88.7,,"The tornado first briefly touched down in the Oconee area where it blew down several large trees and tree limbs. The tornado then appeared to lift and move east-northeast across southern Shelby county, occasionally touching the ground in a number of places. The most significant touchdowns were found in two areas. The first was about 4 miles south of Tower Hill, where the track extended from 4.5 miles south-southwest of Tower Hill to 4 miles south-southeast of Tower Hill. Damage to trees, a grain bin, a garage and a grain auger were found in the area. The second significant touchdown started 4 miles south-southeast of Shelbyville. Even in this area, visual sightings by residents indicated that the tornado was not on the ground all the time. Damage in this area was the most substantial, with damage to several garages, as well as outbuildings destroyed and numerous trees uprooted. One women sustained minor cuts from flying glass.",PDC
200006,20,2014,200006,20,2015,1098225,5154340,ILLINOIS,17,2000,June,Tornado,C,19,CHAMPAIGN,ILX,6/20/00 20:14,CST,6/20/00 20:15,0,0,0,0,20K,,LAW ENFORCEMENT,,,,,EF0,1.1,50,55,,,,,3,W,MAHOMET,2,WSW,MAHOMET,40.18,-88.45,40.18,-88.43,,"A tornado made a series of brief touchdowns over a 2.6 mile long path. The tornado made its first touchdown 1 mile southeast of Mansfield (Piatt County) and destroyed a barn. As it traveled to the southeast, it crossed into Champaign County, 2.5 miles west of Mahomet. The final touchdown was 1.5 miles west-southwest of Mahomet, where a house sustained moderate damage to one outside wall. No injuries were reported.",PDC
200009,11,2045,200009,11,2050,1102925,5157230,ILLINOIS,17,2000,September,Tornado,C,95,KNOX,ILX,9/11/00 20:45,CST,9/11/00 20:50,0,0,0,0,0,0,EMERGENCY MANAGER,,,,,EF0,0.5,75,37.5,,,,,3,NE,ST AUGUSTINE,3,E,ST AUGUSTINE,40.75,-90.37,40.72,-90.35,,"A small tornado touched down 2.5 miles northeast of St. Augustine. It moved through some corn fields, flattening them, before lifting 3 miles east of St. Augustine. No damage occurred to any structures, trees or power lines. No injuries were reported. Wind estimates were between 60 and 65 miles per hour, classifying it as an F-0 on the Fujita scale.",PDC
200006,20,1844,200006,20,1845,1098225,5154266,ILLINOIS,17,2000,June,Tornado,C,167,SANGAMON,ILX,6/20/00 18:44,CST,6/20/00 18:45,0,0,0,0,1K,,NWS STORM SURVEY,,,,,EF0,0.2,150,30,,,,,2,ENE,SPRINGFIELD ARPT,2,ENE,SPRINGFIELD ARPT,39.85,-89.65,39.85,-89.65,,"A brief touchdown occurred on the north side of Springfield. Four homes sustained minor damage to windows, roofs, siding and garages. Several large trees were destroyed. No injuries were reported.",PDC
200010,5,1652,200010,5,1653,1103538,5174502,ILLINOIS,17,2000,October,Tornado,C,69,HARDIN,PAH,10/5/00 16:52,CST,10/5/00 16:53,0,0,0,0,,,LAW ENFORCEMENT,,,,,EF0,0.2,30,6,,,,,4,N,CAVE IN ROCK,4,N,CAVE IN ROCK,37.52,-88.17,37.52,-88.17,,"A brief tornado touchdown was observed along Route 1, 4 to 5 miles north of the community of Cave-In-Rock. Due to the very remote nature of the area, within the Shawnee National Forest, no damage could be confirmed. The parent thunderstorm displayed very strong tornadic characteristics on radar.",PDC
200006,20,2008,200006,20,2014,1098225,5154339,ILLINOIS,17,2000,June,Tornado,C,147,PIATT,ILX,6/20/00 20:08,CST,6/20/00 20:14,0,0,0,0,,,LAW ENFORCEMENT,,,,,EF0,1.5,50,75,,,,,1,SE,MANSFIELD,3,SE,MANSFIELD,40.18,-88.48,40.18,-88.47,,"A tornado made a series of brief touchdowns over a 2.6 mile long path. The tornado made its first touchdown 1 mile southeast of Mansfield (Piatt County) and destroyed a barn. As it traveled to the southeast, it crossed into Champaign County, 2.5 miles west of Mahomet. The final touchdown was 1.5 miles west-southwest of Mahomet, where a house sustained moderate damage to one outside wall. No injuries were reported.",PDC
200007,31,1440,200007,31,1440,1098639,5165080,ILLINOIS,17,2000,July,Tornado,C,141,OGLE,LOT,7/31/00 14:40,CST,7/31/00 14:40,0,0,0,0,,,TRAINED SPOTTER,,,,,EF0,0.5,50,25,,,,,1,NNW,CRESTON,1,NNW,CRESTON,41.95,-88.97,41.95,-88.97,,"There were several reports of funnel clouds relayed through the county sherrif. The funnels were associated with an area of developing showers and thunderstorms in a relatively cool unstable airmass. A small tornado touched down briefly at a farm and moved southeast producing a damage path about 1/2 mile long and up to 150 feet wide. It damaged the roof and doors of a barn, damaged a machine shed and damaged trees. The siding was peeled off another nearby farm house. Trees were also damaged.",PDC
200008,23,1723,200008,23,1724,1101127,5173303,ILLINOIS,17,2000,August,Tornado,C,113,MCLEAN,ILX,8/23/00 17:23,CST,8/23/00 17:24,0,0,0,0,7K,,NWS STORM SURVEY,,,,,EF1,0.5,86,43,,,,,1,WSW,TWIN GROVE,1,SW,TWIN GROVE,40.48,-89.1,40.48,-89.1,,"Within a path of damaging winds, a tornado spun up 1.2 miles west southwest of Twin Grove.  It destroyed a large section of a corn field, then crossed a county road destroying several mature trees and demolishing a small metal shed.  The house on the property suffered only superficial damage to some trim.  The tornado continued to the southeast to another homestead, destroying several more mature trees and some rail fencing.  Sheet metal from the shed was found scattered about the second homestead.  The house on this property was undamaged.  The tornado then reached a densely forested area, where surface friction dissipated the vortex.  No injuries were reported.",PDC
200007,18,1750,200007,18,1751,1099043,5163961,ILLINOIS,17,2000,July,Tornado,C,117,MACOUPIN,LSX,7/18/00 17:50,CST,7/18/00 17:51,0,0,0,0,,,TRAINED SPOTTER,,,,,EF0,0.1,40,4,,,,,,,MEDORA,,,MEDORA,39.17,-90.13,39.17,-90.13,,Storm spotters reported a brief tornado in a farm field.,PDC
200007,18,1830,200007,18,1831,1099040,5163958,ILLINOIS,17,2000,July,Tornado,C,83,JERSEY,LSX,7/18/00 18:30,CST,7/18/00 18:31,0,0,0,0,,,EMERGENCY MANAGER,,,,,EF0,0.1,40,4,,,,,,,ELSAH,,,ELSAH,38.95,-90.35,38.95,-90.35,,Storm spotters reported a brief  tornado which only damaged a few trees.,PDC
200007,18,1910,200007,18,1911,1099041,5163959,ILLINOIS,17,2000,July,Tornado,C,117,MACOUPIN,LSX,7/18/00 19:10,CST,7/18/00 19:11,0,0,0,0,,,TRAINED SPOTTER,,,,,EF0,0.1,40,4,,,,,2,SW,PIASA,2,SW,PIASA,39.1,-90.15,39.1,-90.15,,Storm spotters reported a brief tornado in an open field.,PDC
