BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
202005,14,1949,202005,14,2000,146694,881788,KANSAS,20,2020,May,Tornado,C,127,MORRIS,TOP,5/14/20 19:49,CST-6,5/14/20 20:00,0,0,0,0,,,Storm Chaser,,,,,EFU,3.69,50,,,,,5,SW,HOUCKE,2,S,COUNCIL GROVE,38.5674,-96.4891,38.6207,-96.4852,A cluster of severe t-storms some supercells developed across parts of northeast Kansas on the evening of May 14th.  At least 4 small short lived tornadoes were documented by storm chasers.  No damage was reported with any of the tornadoes so all will be classified as EFU although photos suggest they were small and short-lived.,Storm chasers reported a small tornado on the ground south of Council Grove.  Photos were also taken showing a narrow funnel extending near the ground.,CSV
202005,23,1707,202005,23,1710,148914,897372,KANSAS,20,2020,May,Tornado,C,181,SHERMAN,GLD,5/23/20 17:07,MST-7,5/23/20 17:10,0,0,0,0,0.00K,0.00K,Storm Chaser,,,,,EFU,1.11,50,,,,,8,ENE,KANORADO ARPT,9,ENE,KANORADO ARPT,39.4485,-101.8926,39.4565,-101.8745,"A brief landspout tornado occurred in Sherman County, Kansas on May 23rd, 2020. The tornado occurred for an estimated 3 minutes according to radar signatures and spotter accounts. No damage was reported with this tornado. Storms quickly developed in the afternoon hours, but it wasn't until early evening when any type of severe weather was produced.",Brief landspout tornado. Exact times and distance estimated by radar.,CSV
202005,26,1218,202005,26,1220,147513,887328,IOWA,19,2020,May,Tornado,C,49,DALLAS,DMX,5/26/20 12:18,CST-6,5/26/20 12:20,0,0,0,0,30.00K,0.00K,NWS Storm Survey,,,,,EF0,0.95,40,,,,,1,SE,WAUKEE,0,NE,WAUKEE,41.6119,-93.8862,41.6245,-93.8935,"A boundary lifting north through Iowa was the focus for convection and tornado development.  Sufficient instability and enhanced shear near the boundary helped produce seven tornadoes on this day.  One tornado occurred in Waukee, Iowa but produced only EF0 damage.  The strongest tornado was an EF1 located south of Eagle Grove reaching a width of almost 250 yards.","A tornado developed on the north edge of downtown Waukee and moved northwest, causing minor damage at a church and car dealership.  The tornado also removed some shingles and roofing to a new house that was still under construction.",CSV
202005,26,1228,202005,26,1231,147513,887330,IOWA,19,2020,May,Tornado,C,49,DALLAS,DMX,5/26/20 12:28,CST-6,5/26/20 12:31,0,0,0,0,0.00K,0.00K,Social Media,,,,,EFU,1.69,30,,,,,3,NW,SHULER MINE,2,E,DALLAS CENTER,41.6618,-93.9146,41.6791,-93.9378,"A boundary lifting north through Iowa was the focus for convection and tornado development.  Sufficient instability and enhanced shear near the boundary helped produce seven tornadoes on this day.  One tornado occurred in Waukee, Iowa but produced only EF0 damage.  The strongest tornado was an EF1 located south of Eagle Grove reaching a width of almost 250 yards.","Numerous videos on social media captured the tornado in rural areas between Waukee and Dallas Center.  The tornado impacted no damage indicators, therefore the EFU rating.",CSV
202005,26,1438,202005,26,1444,147513,887333,IOWA,19,2020,May,Tornado,C,197,WRIGHT,DMX,5/26/20 14:38,CST-6,5/26/20 14:44,0,0,0,0,70.00K,0.00K,Emergency Manager,,,,,EF1,5.14,250,,,,,2,WSW,WOOLSTOCK,2,S,EAGLE GROVE,42.5622,-93.8903,42.6363,-93.8986,"A boundary lifting north through Iowa was the focus for convection and tornado development.  Sufficient instability and enhanced shear near the boundary helped produce seven tornadoes on this day.  One tornado occurred in Waukee, Iowa but produced only EF0 damage.  The strongest tornado was an EF1 located south of Eagle Grove reaching a width of almost 250 yards.",A tornado developed just north of the Wright County/Hamilton County line and moved north. Significant tree damage occurred along the path and a large machine shed was destroyed.,CSV
202005,26,1453,202005,26,1458,147513,887334,IOWA,19,2020,May,Tornado,C,77,GUTHRIE,DMX,5/26/20 14:53,CST-6,5/26/20 14:58,0,0,0,0,0.00K,0.00K,Storm Chaser,,,,,EFU,2.94,35,,,,,2,NNE,ADAIR,5,N,ADAIR,41.5313,-94.636,41.5723,-94.6508,"A boundary lifting north through Iowa was the focus for convection and tornado development.  Sufficient instability and enhanced shear near the boundary helped produce seven tornadoes on this day.  One tornado occurred in Waukee, Iowa but produced only EF0 damage.  The strongest tornado was an EF1 located south of Eagle Grove reaching a width of almost 250 yards.","Storm Chaser observed a tornado north of Adair in rural Guthrie county.  The tornado had an intermittent path with no damage indicators impacted, therefore the EFU rating.",CSV
202005,26,1516,202005,26,1517,147513,887335,IOWA,19,2020,May,Tornado,C,77,GUTHRIE,DMX,5/26/20 15:16,CST-6,5/26/20 15:17,0,0,0,0,0.00K,0.00K,Storm Chaser,,,,,EFU,0.66,20,,,,,4,E,NORTH BRANCH,4,E,NORTH BRANCH,41.6407,-94.6467,41.6495,-94.6516,"A boundary lifting north through Iowa was the focus for convection and tornado development.  Sufficient instability and enhanced shear near the boundary helped produce seven tornadoes on this day.  One tornado occurred in Waukee, Iowa but produced only EF0 damage.  The strongest tornado was an EF1 located south of Eagle Grove reaching a width of almost 250 yards.","Storm Chasers captured a brief tornado in western Guthrie county.  The tornado was in a rural location with no damage indicators impacted, therefore the EFU rating.",CSV
202005,16,1233,202005,16,1234,147017,883831,TEXAS,48,2020,May,Tornado,C,159,FRANKLIN,SHV,5/16/20 12:33,CST-6,5/16/20 12:34,0,0,0,0,25.00K,0.00K,NWS Storm Survey,,,,,EF0,0.64,30,,,,,3,SSE,FAIRVIEW,3,SSE,FAIRVIEW,33.2381,-95.2874,33.2413,-95.2978,"A slow moving upper level low pressure system drifted east across Central and Eastern Texas during the daytime hours of May 16th. Meanwhile, the attendant surface low pressure system over East Central Texas drifted east into Northeast Texas during the afternoon, with a southerly low level jet allowing for a warm front to mix north into East Texas, extreme Northern Louisiana, into Southern Arkansas through the evening. Although daytime heating was limited due to extensive cloud cover and periods of showers, large scale forcing and adequate low level wind shear contributed to the development of numerous low-topped supercell showers and a few thunderstorms, several of which spawned tornadoes and wall clouds across portions of extreme Northeast Texas, Southwest Arkansas, and Southeast Oklahoma throughout the afternoon and evening. As drier air began to entrain ahead of this upper low pressure system, and the warm front had shifted north into the northern sections of Southwest Arkansas by mid-evening, the tornado threat subsided considerably.",An EF-0 tornado with estimated maximum winds around 85 mph briefly touched down along County Road NW 1019 where it ripped off portions of a roof of a metal outbuilding. It then partially damaged the roof of a single family home and tore off much of the roof of a garage as it downed small and large tree limbs and uprooted a tree. The tornado moved northwest and crossed County Road NW 1019 and then uprooted a few more trees before it lifted in a field.,CSV
202005,21,1447,202005,21,1458,148946,897595,COLORADO,8,2020,May,Tornado,C,99,PROWERS,PUB,5/21/20 14:47,MST-7,5/21/20 14:58,0,0,0,0,0.00K,0.00K,Storm Chaser,,,,,EFU,2,25,,,,,10,S,GRANADA,10,S,GRANADA,37.92,-102.31,37.92,-102.31,"A very active afternoon over the far eastern Colorado plains spawned a few large supercell thunderstorms with very heavy rainfall, very large hail, and a few tornadoes. Far eastern Prowers County was hit especially hard by baseball sized hail and a few tornadoes south of Garanda, CO.",Chaser reported a tornado south of Granada. Tornado was on the ground for a few minutes before lifting. No reports of damage as the tornado was over open fields.,CSV
202005,21,1517,202005,21,1525,148946,897596,COLORADO,8,2020,May,Tornado,C,99,PROWERS,PUB,5/21/20 15:17,MST-7,5/21/20 15:25,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,EFU,1,25,,,,,2,S,HOLLY,2,S,HOLLY,38.02,-102.12,38.02,-102.12,"A very active afternoon over the far eastern Colorado plains spawned a few large supercell thunderstorms with very heavy rainfall, very large hail, and a few tornadoes. Far eastern Prowers County was hit especially hard by baseball sized hail and a few tornadoes south of Garanda, CO.","Trained spotters reported a tornado south of Holly, CO. The tornado lasted 5-7 minutes before lifting near the town of Holly. No damage reported as the tornado moved through open fields.",CSV
202005,21,1415,202005,21,1417,149144,899092,KANSAS,20,2020,May,Tornado,C,75,HAMILTON,DDC,5/21/20 14:15,MST-7,5/21/20 14:17,0,0,0,0,0.00K,0.00K,Storm Chaser,,,,,EF0,0.56,50,,,,,10,N,COOLIDGE,10,NNE,COOLIDGE,38.1702,-101.97,38.1744,-101.9611,"A slight severe risk for much of the CWA due to a cold front pushing in from the northwest. With ample enough shear over 30kts and low level moisture ahead of it, a number of storms developed along and ahead the boundary giving way to large hail close to 3 inches in diameter. The storms out of eastern Colorado well behind the front came with mainly damaging winds and flooding hazards being more of cluster and lines that moved through the far western counties of the CWA.",This was one of two twin landspout tornadoes.,CSV
202005,21,1415,202005,21,1418,149144,899093,KANSAS,20,2020,May,Tornado,C,75,HAMILTON,DDC,5/21/20 14:15,MST-7,5/21/20 14:18,0,0,0,0,0.00K,0.00K,Storm Chaser,,,,,EF0,0.31,50,,,,,11,NNE,COOLIDGE,11,NNE,COOLIDGE,38.1842,-101.9609,38.1878,-101.9574,"A slight severe risk for much of the CWA due to a cold front pushing in from the northwest. With ample enough shear over 30kts and low level moisture ahead of it, a number of storms developed along and ahead the boundary giving way to large hail close to 3 inches in diameter. The storms out of eastern Colorado well behind the front came with mainly damaging winds and flooding hazards being more of cluster and lines that moved through the far western counties of the CWA.",This was one of two twin landspout tornadoes.,CSV
202005,16,1336,202005,16,1338,147013,883973,OKLAHOMA,40,2020,May,Tornado,C,89,MCCURTAIN,SHV,5/16/20 13:36,CST-6,5/16/20 13:38,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EFU,1.25,20,,,,,6,SE,TOM,5,SE,TOM,33.6799,-94.4848,33.6885,-94.5039,"A slow moving upper level low pressure system drifted east across Central and Eastern Texas during the daytime hours of May 16th. Meanwhile, the attendant surface low pressure system over East Central Texas drifted east into Northeast Texas during the afternoon, with a southerly low level jet allowing for a warm front to mix north into East Texas, extreme Northern Louisiana, into Southern Arkansas through the evening. Although daytime heating was limited due to extensive cloud cover and periods of showers, large scale forcing and adequate low level wind shear contributed to the development of numerous low-topped supercell showers and a few thunderstorms, several of which spawned tornadoes and wall clouds across portions of extreme Northeast Texas, Southwest Arkansas, and Southeast Oklahoma throughout the afternoon and evening. As drier air began to entrain ahead of this upper low pressure system, and the warm front had shifted north into the northern sections of Southwest Arkansas by mid-evening, the tornado threat subsided considerably.","This is a continuation of the extreme Southwest Little River County, Arkansas tornado. This tornado was documented by multiple witnesses via video and pictures as it moved northwest across an open field in extreme Southeast McCurtain County before lifting. Since the NWS survey team was unable to access this area, an EF rating could not be assigned and thus, this tornado will be rated an EF-Unknown.",CSV
202005,16,548,202005,16,553,148572,895543,TEXAS,48,2020,May,Tornado,C,361,ORANGE,LCH,5/16/20 05:48,CST-6,5/16/20 05:53,0,0,0,0,10.00K,0.00K,NWS Storm Survey,,,,,EF1,4.47,25,,,,,3,SSE,MAURICEVILLE,1,N,LEMONVILLE,30.1811,-93.8575,30.2412,-93.8296,"A slow moving cut-off low produced numerous thunderstorms over the area on the 14th. Some lead to flooding in Southeast Texas. The system exited the region during the 17th, but not before producing a tornado on the 16th.",An EF-1 tornado touched down just west of Highway 62 south of Mauriceville and continued across parts of FM1130 and Hwy 12 before ending along Kaiyute Road. Several trees were snapped or uprooted along the path.,CSV
202005,16,1437,202005,16,1438,147017,883832,TEXAS,48,2020,May,Tornado,C,67,CASS,SHV,5/16/20 14:37,CST-6,5/16/20 14:38,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EFU,1.78,40,SHV,TX,37,BOWIE,4,ENE,WRIGHT PATMAN LAKE,4,SE,REDWATER,33.2782,-94.186,33.3003,-94.202,"A slow moving upper level low pressure system drifted east across Central and Eastern Texas during the daytime hours of May 16th. Meanwhile, the attendant surface low pressure system over East Central Texas drifted east into Northeast Texas during the afternoon, with a southerly low level jet allowing for a warm front to mix north into East Texas, extreme Northern Louisiana, into Southern Arkansas through the evening. Although daytime heating was limited due to extensive cloud cover and periods of showers, large scale forcing and adequate low level wind shear contributed to the development of numerous low-topped supercell showers and a few thunderstorms, several of which spawned tornadoes and wall clouds across portions of extreme Northeast Texas, Southwest Arkansas, and Southeast Oklahoma throughout the afternoon and evening. As drier air began to entrain ahead of this upper low pressure system, and the warm front had shifted north into the northern sections of Southwest Arkansas by mid-evening, the tornado threat subsided considerably.",A waterspout was documented by video by a game warden on Lake Wright Patman in extreme Northern Cass County. This waterspout then moved northwest into extreme Southern Bowie County across the lake. This waterspout was rated an EF-Unknown due to the lack of damage indicators on the lake.,CSV
202005,16,1605,202005,16,1606,147017,883834,TEXAS,48,2020,May,Tornado,C,37,BOWIE,SHV,5/16/20 16:05,CST-6,5/16/20 16:06,0,0,0,0,20.00K,0.00K,NWS Storm Survey,,,,,EF1,0.19,30,,,,,2,W,WAMBA,2,W,WAMBA,33.502,-94.1675,33.5036,-94.1702,"A slow moving upper level low pressure system drifted east across Central and Eastern Texas during the daytime hours of May 16th. Meanwhile, the attendant surface low pressure system over East Central Texas drifted east into Northeast Texas during the afternoon, with a southerly low level jet allowing for a warm front to mix north into East Texas, extreme Northern Louisiana, into Southern Arkansas through the evening. Although daytime heating was limited due to extensive cloud cover and periods of showers, large scale forcing and adequate low level wind shear contributed to the development of numerous low-topped supercell showers and a few thunderstorms, several of which spawned tornadoes and wall clouds across portions of extreme Northeast Texas, Southwest Arkansas, and Southeast Oklahoma throughout the afternoon and evening. As drier air began to entrain ahead of this upper low pressure system, and the warm front had shifted north into the northern sections of Southwest Arkansas by mid-evening, the tornado threat subsided considerably.",An EF-1 tornado with estimated maximum winds near 95 mph briefly touched down and was documented on a smart phone camera crossing from Clem Ranch and moving northwest adjacent to a pond. The tornado tore portions of the roof off of a single family home and topped off the trunks of two trees before lifting as it crossed Akin Road.,CSV
202005,21,1606,202005,21,1607,149144,899095,KANSAS,20,2020,May,Tornado,C,75,HAMILTON,DDC,5/21/20 16:06,MST-7,5/21/20 16:07,0,0,0,0,0.00K,0.00K,Storm Chaser,,,,,EF0,0.07,50,,,,,10,S,SYRACUSE,10,S,SYRACUSE,37.84,-101.75,37.841,-101.75,"A slight severe risk for much of the CWA due to a cold front pushing in from the northwest. With ample enough shear over 30kts and low level moisture ahead of it, a number of storms developed along and ahead the boundary giving way to large hail close to 3 inches in diameter. The storms out of eastern Colorado well behind the front came with mainly damaging winds and flooding hazards being more of cluster and lines that moved through the far western counties of the CWA.",This was another landspout tornado.,CSV
202005,21,1811,202005,21,1824,149144,899096,KANSAS,20,2020,May,Tornado,C,93,KEARNY,DDC,5/21/20 18:11,CST-6,5/21/20 18:24,0,0,0,0,0.00K,0.00K,Storm Chaser,,,,,EFU,1.76,150,,,,,16,SW,LAKIN,15,SW,LAKIN,37.802,-101.468,37.7982,-101.4387,"A slight severe risk for much of the CWA due to a cold front pushing in from the northwest. With ample enough shear over 30kts and low level moisture ahead of it, a number of storms developed along and ahead the boundary giving way to large hail close to 3 inches in diameter. The storms out of eastern Colorado well behind the front came with mainly damaging winds and flooding hazards being more of cluster and lines that moved through the far western counties of the CWA.",This was a slow moving elephant trunk tornado but there was nothing for the tornado to damage as it moved across sagebrush and pastures.,CSV
202005,28,1756,202005,28,1756,148080,891629,OKLAHOMA,40,2020,May,Tornado,C,113,OSAGE,TSA,5/28/20 17:56,CST-6,5/28/20 17:56,0,0,0,0,20.00K,0.00K,Broadcast Media,,,,,EF0,0.1,50,,,,,3,ENE,PRUE,3,ENE,PRUE,36.2497,-96.2634,36.2497,-96.2634,Rain showers and isolated thunderstorms developed on the back side of a deep low pressure system over Arkansas during the afternoon of the 28th. One of these thunderstorms produced a brief tornado in Osage County.,"A brief tornado damaged a mobile home, destroyed a carport, damaged an outbuilding, and snapped large tree limbs. Based on this damage, maximum estimated wind in the tornado was 70 to 80 mph.",CSV
202005,22,2105,202005,22,2114,147967,891652,OKLAHOMA,40,2020,May,Tornado,C,79,LE FLORE,TSA,5/22/20 21:05,CST-6,5/22/20 21:14,0,0,0,0,30.00K,0.00K,NWS Storm Survey,,,,,EF1,3,225,,,,,4,WNW,WHITESBORO,3,NNW,WHITESBORO,34.7088,-94.9425,34.7222,-94.8917,"Thunderstorms developed over western Kansas during the evening of the 21st, to the north of a low pressure system centered over the Oklahoma Panhandle. These storms moved east-southeast and organized into a squall line as they moved into eastern Oklahoma during the early morning hours of the 22nd. The strongest storms produced damaging wind. Strong to severe thunderstorms redeveloped over southeastern Oklahoma during the evening near a stationary frontal boundary, as an upper level disturbance approached the region. A strongly unstable air mass across the area combined with strong deep layer wind shear to promote the development of supercell thunderstorms, several of which produced large hail up to baseball size and tornadoes.","This tornado developed south of Highway 63, and west of Flag Lake Road, where trees were uprooted. It moved east-northeast damaging a home, destroying an outbuilding, and uprooting more hardwood trees on 374th Avenue, before crossing Highway 63. The tornado continued east-northeast, uprooting trees on Camp Tom Hale Road and Bohannon Creek Lane, and then dissipated in heavily-wooded terrain north and west of NF6027. Based on this damage, maximum estimated wind in the tornado was 90 to 100 mph.",CSV
202005,12,954,202005,12,1001,146632,881331,TEXAS,48,2020,May,Tornado,C,21,BASTROP,EWX,5/12/20 09:54,CST-6,5/12/20 10:01,0,0,0,0,50.00K,0.00K,NWS Storm Survey,,,,,EF0,2.6,20,,,,,3,WSW,SMITHVILLE MUNI ARPT,2,NW,SMITHVILLE MUNI ARPT,30.0196,-97.2105,30.052,-97.1883,A mesoscale convective vortex developed overnight and with daytime heating generated strong thunderstorms during the morning. Some of these storms produced tornadoes and heavy rain that led to flash flooding.,A National Weather Service damage survey concluded that a weak EF0 tornado formed just south of the Colorado River near Smithville on FM 2571. There it produced tree damage and some visible wind damage to a few residences along FM 2571. The tornado moved northeast and crossed Hidden Shores Road where more tree damage was observed. The tornado then crossed the river before dissipating near the intersection of Highway 71 and Kellar Road. Maximum winds were estimated at 80 mph.,CSV
202005,12,809,202005,12,811,146632,881332,TEXAS,48,2020,May,Tornado,C,55,CALDWELL,EWX,5/12/20 08:09,CST-6,5/12/20 08:11,0,0,0,0,10.00K,0.00K,NWS Storm Survey,,,,,EF0,0.73,20,,,,,0,WNW,MC MAHAN,1,NNW,MC MAHAN,29.8526,-97.5256,29.8631,-97.5267,A mesoscale convective vortex developed overnight and with daytime heating generated strong thunderstorms during the morning. Some of these storms produced tornadoes and heavy rain that led to flash flooding.,"A National Weather Service survey concluded that a weak and short lived EF0 tornado touched down near the intersection of FM 86 and CR 713 in McMahan. The small tornado moved north across an open field before hitting a residence where it damaged trees, along with the roof of a barn. The tornado dissipated to the north of the property. Maximum winds were estimated at 85 mph.",CSV
202005,12,1028,202005,12,1028,146632,881828,TEXAS,48,2020,May,Tornado,C,21,BASTROP,EWX,5/12/20 10:28,CST-6,5/12/20 10:28,0,0,0,0,0.00K,0.00K,Storm Chaser,,,,,EFU,0.05,20,,,,,5,SSE,PAIGE,5,SSE,PAIGE,30.1485,-97.0986,30.1485,-97.0986,A mesoscale convective vortex developed overnight and with daytime heating generated strong thunderstorms during the morning. Some of these storms produced tornadoes and heavy rain that led to flash flooding.,A storm chaser reported a brief tornado just west of FM 2104 south of Paige.,CSV
202005,22,2058,202005,22,2102,147967,891639,OKLAHOMA,40,2020,May,Tornado,C,79,LE FLORE,TSA,5/22/20 20:58,CST-6,5/22/20 21:02,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF1,0.9,100,,,,,2,SE,TALIHINA,2,E,TALIHINA,34.7351,-95.0245,34.7481,-95.0219,"Thunderstorms developed over western Kansas during the evening of the 21st, to the north of a low pressure system centered over the Oklahoma Panhandle. These storms moved east-southeast and organized into a squall line as they moved into eastern Oklahoma during the early morning hours of the 22nd. The strongest storms produced damaging wind. Strong to severe thunderstorms redeveloped over southeastern Oklahoma during the evening near a stationary frontal boundary, as an upper level disturbance approached the region. A strongly unstable air mass across the area combined with strong deep layer wind shear to promote the development of supercell thunderstorms, several of which produced large hail up to baseball size and tornadoes.","This tornado developed north of Highway 63, and east of Blagg Road, where softwood trees were snapped and uprooted. The tornado moved north-northeast, crossing Green Hill Road, where hardwood trees were uprooted, and large tree limbs were snapped. It dissipated in open country south of Highway 271. Based on this damage, maximum estimated wind in the tornado was 95 to 105 mph.",CSV
202005,22,2032,202005,22,2033,147967,897794,OKLAHOMA,40,2020,May,Tornado,C,77,LATIMER,TSA,5/22/20 20:32,CST-6,5/22/20 20:33,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,EFU,0.3,50,,,,,5,NNE,DEGNAN,5,NNE,DEGNAN,35.0038,-95.331,35.0059,-95.3259,"Thunderstorms developed over western Kansas during the evening of the 21st, to the north of a low pressure system centered over the Oklahoma Panhandle. These storms moved east-southeast and organized into a squall line as they moved into eastern Oklahoma during the early morning hours of the 22nd. The strongest storms produced damaging wind. Strong to severe thunderstorms redeveloped over southeastern Oklahoma during the evening near a stationary frontal boundary, as an upper level disturbance approached the region. A strongly unstable air mass across the area combined with strong deep layer wind shear to promote the development of supercell thunderstorms, several of which produced large hail up to baseball size and tornadoes.",A tornado briefly developed over heavily-wooded terrain. It was witnessed by several storm spotters. A damage survey team could not access the area where the tornado likely occurred.,CSV
202005,16,1620,202005,16,1621,147013,883829,OKLAHOMA,40,2020,May,Tornado,C,89,MCCURTAIN,SHV,5/16/20 16:20,CST-6,5/16/20 16:21,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF0,0.13,20,,,,,2,SE,PLEASANT HILL,2,SE,PLEASANT HILL,33.7535,-94.642,33.7551,-94.6433,"A slow moving upper level low pressure system drifted east across Central and Eastern Texas during the daytime hours of May 16th. Meanwhile, the attendant surface low pressure system over East Central Texas drifted east into Northeast Texas during the afternoon, with a southerly low level jet allowing for a warm front to mix north into East Texas, extreme Northern Louisiana, into Southern Arkansas through the evening. Although daytime heating was limited due to extensive cloud cover and periods of showers, large scale forcing and adequate low level wind shear contributed to the development of numerous low-topped supercell showers and a few thunderstorms, several of which spawned tornadoes and wall clouds across portions of extreme Northeast Texas, Southwest Arkansas, and Southeast Oklahoma throughout the afternoon and evening. As drier air began to entrain ahead of this upper low pressure system, and the warm front had shifted north into the northern sections of Southwest Arkansas by mid-evening, the tornado threat subsided considerably.","An EF-0 tornado with estimated maximum winds around 70 mph briefly touched down as it crossed Mudline Road several miles west-northwest of the Tom community. Here, it downed a couple of small and large tree branches before lifting.",CSV
202005,16,1438,202005,16,1439,147017,883833,TEXAS,48,2020,May,Tornado,C,37,BOWIE,SHV,5/16/20 14:38,CST-6,5/16/20 14:39,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EFU,0.85,40,,,,,4,SE,REDWATER,4,SE,REDWATER,33.3003,-94.202,33.3107,-94.2097,"A slow moving upper level low pressure system drifted east across Central and Eastern Texas during the daytime hours of May 16th. Meanwhile, the attendant surface low pressure system over East Central Texas drifted east into Northeast Texas during the afternoon, with a southerly low level jet allowing for a warm front to mix north into East Texas, extreme Northern Louisiana, into Southern Arkansas through the evening. Although daytime heating was limited due to extensive cloud cover and periods of showers, large scale forcing and adequate low level wind shear contributed to the development of numerous low-topped supercell showers and a few thunderstorms, several of which spawned tornadoes and wall clouds across portions of extreme Northeast Texas, Southwest Arkansas, and Southeast Oklahoma throughout the afternoon and evening. As drier air began to entrain ahead of this upper low pressure system, and the warm front had shifted north into the northern sections of Southwest Arkansas by mid-evening, the tornado threat subsided considerably.","This is the continuation of the EF-Unknown tornado (waterspout) on Lake Wright Patman from extreme Northern Cass County. This waterspout was documented on video by a game warden moving northwest across the lake, before lifting prior to reaching the land areas. Due to the lack of damage indicators on the lake, this waterspout was rated as EF-Unknown, with a total path length across Cass and Bowie Counties of 2.63 miles.",CSV
202004,12,806,202004,12,807,145814,877435,TEXAS,48,2020,April,Tornado,C,419,SHELBY,SHV,4/12/20 08:06,CST-6,4/12/20 08:07,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF1,0.74,30,,,,,1,ESE,TIMPSON,2,ESE,TIMPSON,31.8921,-94.3827,31.8932,-94.3702,"Warm, moist, and unstable air surged north into East Texas, North Louisiana, and Southern Arkansas during the evening through the early morning hours of April 11th-12th, along a warm front that lifted north across much of East Texas into North Louisiana. Meanwhile, a strong upper level low opened up into a trough as it entered the Southern Plains during the evening of the 11th, with large scale forcing ahead of the trough enhancing shower and thunderstorm development across much of West-central, Central, East and Southeast Texas during the evening through the early morning hours. Given the extent of shear, instability, and upper level forcing in place across the warm sector, numerous showers and thunderstorms developed over these areas, which quickly spread east northeast into East Texas around and shortly after daybreak on the 12th. Some of these storms were severe, producing numerous reports of damaging winds, large hail, and locally heavy rainfall which resulted in isolated flash flooding. Two isolated tornadoes also touched down in Shelby and Southern Harrison Counties. ||While there was a lull in the thunderstorms from late morning through much of the afternoon, additional strong to severe thunderstorms developed across portions of Northeast Texas well behind the dry line which had mixed east to near Texarkana into Western Louisiana, and near the center of the upper level trough. Steep lapse rates aloft and the drier low level air mass contributed to areas of damaging winds and isolated instances of large hail, with the majority of the wind damage from a collapsing thunderstorm which originated just east of Dallas, and quickly moved east along the I-20 corridor in East Texas. Aided by strong pressure rises behind an associated cold front, a large swath of damaging winds were noted with the severe gust front, with gusts ranging from 50-70 mph well ahead of the collapsed storm. This resulted in numerous reports of downed trees and power lines across East Texas and Western Louisiana, with AEP Swepco noting that over 64,000 customers were without power at one time in the aftermath of the storms. These damaging winds exited East Texas into Western Louisiana by early evening before gradually weakening.",An EF-1 tornado with estimated maximum winds near 90 mph briefly touched down in a primarily wooded area along County Road 4037 just southeast of Timpson. The tornado snapped and uprooted numerous hardwood and softwood trees along its path before lifting.,CSV
